p16x63bins.68	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
jk18x22bins.35	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
p16x43bins.5	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
GCA_009838075.1_ASM983807v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
p16x65bins.51	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
p16x57bins.41	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
jk18x7bins.10	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
jk18x7bins.26	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
jk18x22bins.107	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Silicimonas_s__
GCA_011087945.1_ASM1108794v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g___s__
jk18x7bins.92	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Rhodobacter_B_s__
GCA_009837275.1_ASM983727v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
jk18xAbins.20	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
jk18x9bins.35	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
p16x60bins.67	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
p16x44bins.9	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
jk18x25bins.33	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
jk18x8bins.29	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Bin36_s__
GCA_011088215.1_ASM1108821v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f__Kordiimonadaceae_g__GCA-2401685_s__
jk18x27bins.38	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f___g___s__
jk18x25bins.17	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f___g___s__
GCA_009839325.1_ASM983932v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f___g___s__
jk18x34bins.19	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f__GCA-2721365_g___s__
jk18x7bins.108	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f__GCA-2721365_g___s__
p16x57bins.32	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f__GCA-2721365_g___s__
p16x34bins.44	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f__GCA-2721365_g___s__
p16x65bins.31	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f__GCA-2721365_g___s__
p16x44bins.6	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f___g___s__
jk18xAbins.60	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA7887_f___g___s__
jk18x25bins.43	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
jk18x22bins.16	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
jk18x25bins.57	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
jk18x1bzbins.75	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
jk18x27bins.25	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
jk18x7bins.59	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
p16x34bins.43	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA828_f__UBA828_g___s__
p16x60bins.4	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__SP197_f__SP197_g__SP197_s__
jk18x9bins.14	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__SP197_f__SP197_g__SP197_s__
jk18xAbins.48	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
jk18x34bins.26	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
p16x33bins.28	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
p16x43bins.26	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
jk18x8bins.7	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
p16x57bins.45	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
p16x65bins.40	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
jk18x7bins.95	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
jk18x22bins.31	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
jk18x9bins.88	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin95_f__Bin95_g__Bin95_s__
GCA_002717895.1_ASM271789v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Nisaeales_f__Nisaeaceae_g__GCA-002701455_s__
jk18x7bins.67	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Nisaeales_f__Nisaeaceae_g__Bin52_s__
p16x60bins.37	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__Defluviicoccaceae_g__Defluviicoccus_s__
jk18x22bins.41	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__Defluviicoccaceae_g__Defluviicoccus_s__
p16x34bins.31	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__Defluviicoccaceae_g__Defluviicoccus_s__
jk18x7bins.70	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__Defluviicoccaceae_g__Defluviicoccus_s__
jk18x34bins.12	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__Defluviicoccaceae_g__Defluviicoccus_s__
p16x65bins.48	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__Defluviicoccaceae_g__Defluviicoccus_s__
jk18x9bins.50	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Defluviicoccales_f__UBA830_g___s__
GCA_011087645.1_ASM1108764v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__UBA6615_f__UBA6615_g___s__
p16x34bins.1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
GCA_009838215.1_ASM983821v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
p16x60bins.55	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
p16x44bins.53	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
GCA_009836525.1_ASM983652v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
jk18x27bins.11	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
jk18x7bins.47	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
p16x63bins.72	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
jk18x25bins.22	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
jk18x11bins.24	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Bin65_f__Bin65_g__Bin65_s__
p16x43bins.13	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
jk18x27bins.37	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
p16x63bins.20	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
jk18x25bins.8	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
jk18x9bins.84	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
p16x60bins.17	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
jk18x34bins.29	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
p16x34bins.47	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_A_f___g___s__
p16x57bins.17	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
jk18x9bins.60	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
jk18xAbins.11	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
p16x63bins.44	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
GCA_009837925.1_ASM983792v1	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
jk18x11bins.6	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
p16x43bins.9	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
jk18x1bzbins.60	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
p16x33bins.19	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
p16x34bins.45	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
GCA_009840825.1_ASM984082v1	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
GCA_009840385.1_ASM984038v1	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
jk18x27bins.68	d__Bacteria_p__Dadabacteria_c__UBA1144_o___f___g___s__
p16x33bins.5	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
jk18x7bins.31	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
p16x43bins.60	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
jk18x22bins.71	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
GCA_009836145.1_ASM983614v1	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
jk18xAbins.40	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
jk18x1bzbins.57	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
p16x63bins.32	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
GCA_009840285.1_ASM984028v1	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
jk18x40bins.30	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g__Bin75_s__
GCA_011088105.1_ASM1108810v1	d__Bacteria_p__Nitrospirota_c__Nitrospiria_o__Nitrospirales_f__UBA8639_g___s__
p16x63bins.49	d__Bacteria_p__UBA8248_c__UBA8248_o__UBA8248_f__UBA8248_g__Bin107_s__
p16x43bins.55	d__Bacteria_p__UBA8248_c__UBA8248_o__UBA8248_f__UBA8248_g__Bin107_s__
jk18x34bins.43	d__Bacteria_p__UBA8248_c__UBA8248_o__UBA8248_f__UBA8248_g__Bin107_s__
p16x57bins.38	d__Bacteria_p__UBA8248_c__UBA8248_o__UBA8248_f__UBA8248_g__Bin107_s__
GCA_009839615.1_ASM983961v1	d__Bacteria_p__UBA8248_c__UBA8248_o__UBA8248_f__UBA8248_g__Bin107_s__
jk18xAbins.2	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
p16x65bins.41	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
jk18x34bins.53	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
p16x44bins.4	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
jk18x25bins.70	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
jk18x40bins.50	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
jk18x1bzbins.55	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
p16x34bins.64	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
p16x60bins.8	d__Bacteria_p__Binatota_c__Binatia_o__Bin18_f__Bin18_g__Bin18_s__
jk18x1bzbins.34	d__Bacteria_p__Binatota_c__Binatia_o__UBA9968_f___g___s__
jk18x7bins.45	d__Bacteria_p__Binatota_c__Binatia_o__UBA9968_f___g___s__
p16x34bins.60	d__Bacteria_p__Binatota_c__Binatia_o__UBA9968_f___g___s__
jk18x27bins.63	d__Bacteria_p__Binatota_c__Binatia_o__UBA9968_f___g___s__
jk18x27bins.36	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
GCA_009838515.1_ASM983851v1	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
GCA_009841225.1_ASM984122v1	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
jk18x1bzbins.53	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
p16x60bins.27	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
jk18x25bins.60	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
jk18xAbins.27	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
jk18x40bins.51	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
p16x63bins.70	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
jk18x25bins.29	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__Bryobacterales_f__UBA6623_g___s__
p16x34bins.10	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__20CM-2-55-15_f___g___s__
p16x33bins.48	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o__20CM-2-55-15_f___g___s__
jk18xAbins.46	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o___f___g___s__
jk18x1bzbins.7	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o___f___g___s__
GCA_009841055.1_ASM984105v1	d__Bacteria_p__Acidobacteriota_c__Acidobacteriae_o___f___g___s__
jk18x1bzbins.39	d__Bacteria_p__Acidobacteriota_c__UBA6911_o___f___g___s__
p16x33bins.71	d__Bacteria_p__Acidobacteriota_c__Vicinamibacteria_o__Vicinamibacterales_f__UBA8438_g__UBA8438_s__
p16x34bins.66	d__Bacteria_p__Acidobacteriota_c__Vicinamibacteria_o__Vicinamibacterales_f__UBA8438_g__UBA8438_s__
p16x34bins.50	d__Bacteria_p__Acidobacteriota_c__Vicinamibacteria_o__Vicinamibacterales_f__UBA8438_g___s__
jk18x25bins.82	d__Bacteria_p__Acidobacteriota_c__Vicinamibacteria_o__Vicinamibacterales_f__UBA8438_g___s__
GCA_009843885.1_ASM984388v1	d__Bacteria_p__Acidobacteriota_c__Vicinamibacteria_o__Vicinamibacterales_f__UBA8438_g___s__
GCA_009838525.1_ASM983852v1	d__Bacteria_p__Acidobacteriota_c__Vicinamibacteria_o__Vicinamibacterales_f__UBA8438_g___s__
GCA_011088225.1_ASM1108822v1	d__Bacteria_p__Acidobacteriota_c__UBA890_o__UBA890_f___g___s__
jk18x40bins.40	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
p16x63bins.69	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
GCA_009835985.1_ASM983598v1	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
p16x43bins.1	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
GCA_009840635.1_ASM984063v1	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
jk18x1bzbins.64	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
p16x60bins.21	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
jk18x34bins.63	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
jk18x22bins.33	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
p16x34bins.53	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
jk18x7bins.57	d__Bacteria_p__Acidobacteriota_c__Bin61_o__Bin61_f__Bin61_g__Bin61_s__
jk18x1bzbins.73	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
GCA_009836625.1_ASM983662v1	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18x27bins.67	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
GCA_009838785.1_ASM983878v1	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18x22bins.50	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18x40bins.27	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
GCA_009843505.1_ASM984350v1	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
p16x34bins.9	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
p16x44bins.13	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
p16x60bins.57	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
GCA_009837885.1_ASM983788v1	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18xAbins.6	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18x9bins.56	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18x11bins.26	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
GCA_009837085.1_ASM983708v1	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
jk18x25bins.51	d__Bacteria_p__Acidobacteriota_c__Thermoanaerobaculia_o__UBA5704_f___g___s__
